order,family,name,year,date1,date2,individuals
LEPIDOPTERA,CHIMABACHIDAE,Diurnea fagella D. & S.,2003,5/1/03,5/20/03,1
LEPIDOPTERA,CHIMABACHIDAE,Diurnea fagella D. & S.,2006,5/2/06,5/18/06,1
LEPIDOPTERA,CHIMABACHIDAE,Diurnea fagella D. & S.,2007,4/2/07,4/29/07,1
LEPIDOPTERA,CHOREUTIDAE,Anthophila fabriciana L.,2007,9/13/07,9/20/07,1
LEPIDOPTERA,CHOREUTIDAE,Prochoreutis myllerana F.,1997,8/14/97,8/17/97,1
LEPIDOPTERA,CHOREUTIDAE,Prochoreutis myllerana F.,2002,8/27/02,8/29/02,1
LEPIDOPTERA,CHOREUTIDAE,Prochoreutis myllerana F.,2006,7/21/06,7/27/06,7
LEPIDOPTERA,CHOREUTIDAE,Prochoreutis myllerana F.,2006,8/4/06,8/6/06,1
LEPIDOPTERA,CHOREUTIDAE,Prochoreutis myllerana F.,2006,8/11/06,8/16/06,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora adjunctella Hodgk.,1994,7/7/94,7/11/94,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora adjunctella Hodgk.,1996,7/12/96,7/17/96,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora adjunctella Hodgk.,1996,7/24/96,7/25/96,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora adjunctella Hodgk.,1997,6/24/97,6/30/97,2
LEPIDOPTERA,COLEOPHORIDAE,Coleophora adjunctella Hodgk.,2000,6/16/00,6/21/00,2
LEPIDOPTERA,COLEOPHORIDAE,Coleophora adjunctella Hodgk.,2000,7/3/00,7/6/00,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora adspersella Ben.,1992,6/29/92,7/2/92,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora adspersella Ben.,1999,7/9/99,7/11/99,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora adspersella Ben.,2000,7/7/00,7/11/00,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora adspersella Ben.,2007,6/29/07,7/8/07,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora adspersella Ben.,2007,7/9/07,7/18/07,2
LEPIDOPTERA,COLEOPHORIDAE,Coleophora adspersella Ben.,2007,7/26/07,7/31/07,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora alcyonipennella Koll.,1994,7/29/94,7/31/94,2
LEPIDOPTERA,COLEOPHORIDAE,Coleophora alcyonipennella Koll.,1995,8/6/95,8/6/95,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora alcyonipennella Koll.,1995,8/7/95,8/7/95,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora alcyonipennella Koll.,1995,8/19/95,8/20/95,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora alcyonipennella Koll.,1996,8/14/96,8/15/96,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora alcyonipennella Koll.,1996,8/16/96,8/18/96,2
LEPIDOPTERA,COLEOPHORIDAE,Coleophora alcyonipennella Koll.,1997,8/1/97,8/3/97,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora alcyonipennella Koll.,1997,8/25/97,8/31/97,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora alcyonipennella Koll.,2001,7/26/01,7/29/01,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora alcyonipennella Koll.,2001,8/14/01,8/16/01,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora alcyonipennella Koll.,2001,8/17/01,8/26/01,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora alcyonipennella Koll.,2003,7/21/03,7/24/03,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora alcyonipennella Koll.,2003,7/25/03,7/31/03,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora alcyonipennella Koll.,2003,8/1/03,8/8/03,7
LEPIDOPTERA,COLEOPHORIDAE,Coleophora alcyonipennella Koll.,2003,8/9/03,8/14/03,6
LEPIDOPTERA,COLEOPHORIDAE,Coleophora alcyonipennella Koll.,2003,8/15/03,8/18/03,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora alcyonipennella Koll.,2003,8/29/03,9/15/03,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora alcyonipennella Koll.,2005,7/1/05,7/3/05,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora alcyonipennella Koll.,2005,7/18/05,7/19/05,2
LEPIDOPTERA,COLEOPHORIDAE,Coleophora alcyonipennella Koll.,2005,7/20/05,7/21/05,2
LEPIDOPTERA,COLEOPHORIDAE,Coleophora alcyonipennella Koll.,2005,7/22/05,7/26/05,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora alcyonipennella Koll.,2005,8/6/05,8/14/05,3
LEPIDOPTERA,COLEOPHORIDAE,Coleophora alcyonipennella Koll.,2005,8/15/05,8/16/05,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora alcyonipennella Koll.,2005,8/17/05,8/18/05,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora alcyonipennella Koll.,2006,7/14/06,7/20/06,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora alcyonipennella Koll.,2006,7/21/06,7/27/06,6
LEPIDOPTERA,COLEOPHORIDAE,Coleophora alcyonipennella Koll.,2006,7/28/06,8/3/06,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora alcyonipennella Koll.,2006,8/7/06,8/10/06,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora alcyonipennella Koll.,2006,8/17/06,8/24/06,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora alcyonipennella Koll.,2008,8/22/08,8/24/08,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora alcyonipennella Koll.,2009,7/11/09,7/20/09,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora alcyonipennella Koll.,2009,7/21/09,7/27/09,2
LEPIDOPTERA,COLEOPHORIDAE,Coleophora alticolella Zell.,1993,6/1/93,6/6/93,2
LEPIDOPTERA,COLEOPHORIDAE,Coleophora alticolella Zell.,1993,6/7/93,6/10/93,2
LEPIDOPTERA,COLEOPHORIDAE,Coleophora alticolella Zell.,1995,6/26/95,6/27/95,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora alticolella Zell.,2000,6/16/00,6/21/00,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora alticolella Zell.,2003,7/21/03,7/24/03,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora alticolella Zell.,2003,7/25/03,7/31/03,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora alticolella Zell.,2004,7/15/04,7/18/04,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora alticolella Zell.,2008,6/3/08,6/8/08,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora anatipennella D. & S.,1992,6/24/92,6/25/92,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora anatipennella D. & S.,1992,6/26/92,6/28/92,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora anatipennella D. & S.,1993,7/1/93,7/4/93,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora anatipennella D. & S.,1995,7/4/95,7/6/95,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora anatipennella D. & S.,1995,7/10/95,7/13/95,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora anatipennella D. & S.,1995,7/14/95,7/17/95,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora anatipennella D. & S.,1995,7/18/95,7/20/95,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora anatipennella D. & S.,1996,8/2/96,8/8/96,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora anatipennella D. & S.,1998,7/13/98,7/19/98,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora anatipennella D. & S.,1998,7/24/98,7/26/98,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora anatipennella D. & S.,2000,6/16/00,6/21/00,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora anatipennella D. & S.,2001,7/2/01,7/3/01,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora anatipennella D. & S.,2002,7/4/02,7/7/02,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora anatipennella D. & S.,2003,6/23/03,7/10/03,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora anatipennella D. & S.,2003,7/21/03,7/24/03,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora anatipennella D. & S.,2004,7/5/04,7/14/04,3
LEPIDOPTERA,COLEOPHORIDAE,Coleophora anatipennella D. & S.,2004,7/15/04,7/18/04,3
LEPIDOPTERA,COLEOPHORIDAE,Coleophora anatipennella D. & S.,2006,6/21/06,6/25/06,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora anatipennella D. & S.,2007,6/11/07,6/12/07,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora anatipennella D. & S.,2008,6/26/08,7/2/08,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora anatipennella D. & S.,2009,6/26/09,6/28/09,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora anatipennella D. & S.,2009,6/30/09,7/2/09,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora argentula Stph.,1998,7/20/98,7/21/98,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora artemisicolella Brd.,1992,7/10/92,7/12/92,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora artemisicolella Brd.,1992,8/3/92,8/5/92,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora artemisicolella Brd.,1992,8/10/92,8/12/92,3
LEPIDOPTERA,COLEOPHORIDAE,Coleophora artemisicolella Brd.,1992,8/21/92,8/23/92,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora asteris MŸhl.,1997,8/14/97,8/17/97,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora atriplicis Meyr.,1995,7/10/95,7/13/95,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora atriplicis Meyr.,1999,6/30/99,7/1/99,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora atriplicis Meyr.,1999,7/9/99,7/11/99,2
LEPIDOPTERA,COLEOPHORIDAE,Coleophora atriplicis Meyr.,1999,7/12/99,7/19/99,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora atriplicis Meyr.,2005,7/30/05,8/2/05,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora atriplicis Meyr.,2006,7/14/06,7/20/06,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora atriplicis Meyr.,2006,7/28/06,8/3/06,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora atriplicis Meyr.,2006,8/7/06,8/10/06,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora atriplicis Meyr.,2007,7/19/07,7/25/07,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora badiipenella Dup.,1992,6/22/92,6/23/92,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora badiipenella Dup.,1992,6/29/92,7/2/92,2
LEPIDOPTERA,COLEOPHORIDAE,Coleophora badiipenella Dup.,1992,7/6/92,7/8/92,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora badiipenella Dup.,1992,7/9/92,7/9/92,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora badiipenella Dup.,1992,7/10/92,7/12/92,2
LEPIDOPTERA,COLEOPHORIDAE,Coleophora badiipenella Dup.,1992,7/17/92,7/20/92,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora badiipenella Dup.,1993,5/17/93,5/23/93,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora badiipenella Dup.,1993,6/1/93,6/6/93,6
LEPIDOPTERA,COLEOPHORIDAE,Coleophora badiipenella Dup.,1993,6/7/93,6/10/93,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora badiipenella Dup.,1993,6/28/93,6/30/93,2
LEPIDOPTERA,COLEOPHORIDAE,Coleophora badiipenella Dup.,1993,7/1/93,7/4/93,3
LEPIDOPTERA,COLEOPHORIDAE,Coleophora badiipenella Dup.,1994,7/7/94,7/11/94,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora badiipenella Dup.,1994,7/12/94,7/14/94,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora badiipenella Dup.,1994,7/18/94,7/19/94,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora badiipenella Dup.,1994,7/20/94,7/21/94,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora badiipenella Dup.,1994,7/22/94,7/24/94,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora badiipenella Dup.,1995,6/26/95,6/27/95,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora badiipenella Dup.,1995,7/4/95,7/6/95,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora badiipenella Dup.,1995,7/7/95,7/9/95,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora badiipenella Dup.,1995,7/10/95,7/13/95,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora badiipenella Dup.,1995,7/18/95,7/20/95,2
LEPIDOPTERA,COLEOPHORIDAE,Coleophora badiipenella Dup.,1995,7/30/95,7/30/95,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora badiipenella Dup.,1996,6/21/96,6/25/96,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora badiipenella Dup.,1996,6/26/96,6/30/96,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora badiipenella Dup.,1996,7/18/96,7/23/96,2
LEPIDOPTERA,COLEOPHORIDAE,Coleophora badiipenella Dup.,1996,7/24/96,7/25/96,2
LEPIDOPTERA,COLEOPHORIDAE,Coleophora badiipenella Dup.,2004,8/2/04,8/3/04,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora badiipenella Dup.,2006,6/21/06,6/25/06,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora badiipenella Dup.,2006,7/3/06,7/6/06,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora badiipenella Dup.,2006,7/7/06,7/9/06,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora badiipenella Dup.,2008,7/3/08,7/8/08,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora badiipenella Dup.,2008,7/9/08,7/10/08,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora badiipenella Dup.,2009,6/26/09,6/28/09,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora binderella Koll.,1994,7/18/94,7/19/94,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora binderella Koll.,1997,7/21/97,7/21/97,2
LEPIDOPTERA,COLEOPHORIDAE,Coleophora caespititiella Zell.,1993,6/1/93,6/6/93,4
LEPIDOPTERA,COLEOPHORIDAE,Coleophora caespititiella Zell.,1995,6/12/95,6/19/95,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora caespititiella Zell.,1996,6/21/96,6/25/96,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora caespititiella Zell.,1999,6/14/99,6/16/99,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora caespititiella Zell.,2000,6/9/00,6/12/00,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora caespititiella Zell.,2004,6/8/04,6/10/04,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora caespititiella Zell.,2007,5/22/07,5/30/07,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora caespititiella Zell.,2007,5/31/07,6/6/07,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora caespititiella Zell.,2007,6/11/07,6/12/07,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora caespititiella Zell.,2007,6/18/07,6/21/07,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora caespititiella Zell.,2008,6/3/08,6/8/08,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora clypeiferella O. Hofm.,2004,7/22/04,7/25/04,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora clypeiferella O. Hofm.,2009,7/11/09,7/20/09,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora currucipennella Zell.,1995,6/20/95,6/25/95,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora deauratella Lien. & Zell,1992,7/10/92,7/12/92,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora deauratella Lien. & Zell,1992,8/3/92,8/5/92,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora deauratella Lien. & Zell,1993,6/28/93,6/30/93,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora deauratella Lien. & Zell,1993,7/1/93,7/4/93,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora deauratella Lien. & Zell,1995,7/7/95,7/9/95,3
LEPIDOPTERA,COLEOPHORIDAE,Coleophora deauratella Lien. & Zell,1995,7/10/95,7/13/95,6
LEPIDOPTERA,COLEOPHORIDAE,Coleophora deauratella Lien. & Zell,1995,7/14/95,7/17/95,3
LEPIDOPTERA,COLEOPHORIDAE,Coleophora deauratella Lien. & Zell,1995,8/1/95,8/1/95,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora deauratella Lien. & Zell,1996,7/5/96,7/11/96,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora deauratella Lien. & Zell,1996,7/30/96,8/1/96,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora deauratella Lien. & Zell,1996,8/14/96,8/15/96,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora deauratella Lien. & Zell,1997,7/11/97,7/13/97,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora deauratella Lien. & Zell,1998,7/9/98,7/12/98,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora deauratella Lien. & Zell,2000,7/25/00,7/27/00,2
LEPIDOPTERA,COLEOPHORIDAE,Coleophora deauratella Lien. & Zell,2001,7/4/01,7/8/01,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora deauratella Lien. & Zell,2001,7/20/01,7/23/01,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora deauratella Lien. & Zell,2006,7/3/06,7/6/06,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora deauratella Lien. & Zell,2006,7/10/06,7/13/06,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora deauratella Lien. & Zell,2008,7/3/08,7/8/08,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora flavipennella Dup.,1992,6/26/92,6/28/92,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora flavipennella Dup.,1995,7/25/95,7/27/95,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora flavipennella Dup.,1998,8/7/98,8/11/98,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora flavipennella Dup.,2005,7/15/05,7/17/05,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora gallipennella Hb.,1995,6/26/95,6/27/95,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora glaucicolella Wood,1992,8/10/92,8/12/92,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora glaucicolella Wood,1996,7/5/96,7/11/96,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora glaucicolella Wood,1996,7/12/96,7/17/96,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora glaucicolella Wood,1996,7/18/96,7/23/96,3
LEPIDOPTERA,COLEOPHORIDAE,Coleophora glaucicolella Wood,1996,7/26/96,7/29/96,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora glaucicolella Wood,1997,7/4/97,7/6/97,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora glaucicolella Wood,1997,7/11/97,7/13/97,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora glaucicolella Wood,2003,7/11/03,7/14/03,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora glaucicolella Wood,2003,7/15/03,7/20/03,2
LEPIDOPTERA,COLEOPHORIDAE,Coleophora glaucicolella Wood,2004,7/22/04,7/25/04,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora glaucicolella Wood,2004,8/2/04,8/3/04,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora glaucicolella Wood,2007,6/7/07,6/10/07,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora glaucicolella Wood,2007,6/29/07,7/8/07,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora glaucicolella Wood,2008,7/3/08,7/8/08,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora ibipennella Zell.,1992,6/24/92,6/25/92,2
LEPIDOPTERA,COLEOPHORIDAE,Coleophora ibipennella Zell.,1992,6/26/92,6/28/92,3
LEPIDOPTERA,COLEOPHORIDAE,Coleophora ibipennella Zell.,1992,6/29/92,7/2/92,2
LEPIDOPTERA,COLEOPHORIDAE,Coleophora ibipennella Zell.,1994,7/7/94,7/11/94,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora ibipennella Zell.,1994,7/12/94,7/14/94,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora ibipennella Zell.,1994,7/20/94,7/21/94,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora ibipennella Zell.,1995,7/7/95,7/9/95,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora ibipennella Zell.,1995,7/10/95,7/13/95,3
LEPIDOPTERA,COLEOPHORIDAE,Coleophora ibipennella Zell.,1995,7/14/95,7/17/95,4
LEPIDOPTERA,COLEOPHORIDAE,Coleophora ibipennella Zell.,1995,7/18/95,7/20/95,4
LEPIDOPTERA,COLEOPHORIDAE,Coleophora ibipennella Zell.,1996,7/18/96,7/23/96,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora ibipennella Zell.,1996,7/24/96,7/25/96,5
LEPIDOPTERA,COLEOPHORIDAE,Coleophora ibipennella Zell.,1996,8/2/96,8/8/96,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora ibipennella Zell.,1997,7/9/97,7/10/97,5
LEPIDOPTERA,COLEOPHORIDAE,Coleophora ibipennella Zell.,1997,7/11/97,7/13/97,3
LEPIDOPTERA,COLEOPHORIDAE,Coleophora ibipennella Zell.,1998,7/3/98,7/8/98,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora ibipennella Zell.,1998,7/13/98,7/19/98,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora ibipennella Zell.,1998,7/20/98,7/21/98,6
LEPIDOPTERA,COLEOPHORIDAE,Coleophora ibipennella Zell.,1998,7/22/98,7/23/98,6
LEPIDOPTERA,COLEOPHORIDAE,Coleophora ibipennella Zell.,1999,7/5/99,7/6/99,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora ibipennella Zell.,1999,7/7/99,7/8/99,3
LEPIDOPTERA,COLEOPHORIDAE,Coleophora ibipennella Zell.,1999,7/9/99,7/11/99,7
LEPIDOPTERA,COLEOPHORIDAE,Coleophora ibipennella Zell.,1999,7/12/99,7/19/99,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora ibipennella Zell.,2000,7/3/00,7/6/00,2
LEPIDOPTERA,COLEOPHORIDAE,Coleophora ibipennella Zell.,2000,7/12/00,7/18/00,3
LEPIDOPTERA,COLEOPHORIDAE,Coleophora ibipennella Zell.,2000,7/21/00,7/24/00,2
LEPIDOPTERA,COLEOPHORIDAE,Coleophora ibipennella Zell.,2001,7/4/01,7/8/01,8
LEPIDOPTERA,COLEOPHORIDAE,Coleophora ibipennella Zell.,2001,7/9/01,7/12/01,2
LEPIDOPTERA,COLEOPHORIDAE,Coleophora ibipennella Zell.,2001,7/13/01,7/16/01,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora ibipennella Zell.,2001,7/20/01,7/23/01,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora ibipennella Zell.,2002,7/4/02,7/7/02,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora ibipennella Zell.,2002,7/8/02,7/11/02,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora ibipennella Zell.,2002,7/12/02,7/15/02,3
LEPIDOPTERA,COLEOPHORIDAE,Coleophora ibipennella Zell.,2002,7/16/02,7/17/02,5
LEPIDOPTERA,COLEOPHORIDAE,Coleophora ibipennella Zell.,2002,7/18/02,7/28/02,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora ibipennella Zell.,2003,6/23/03,7/10/03,37
LEPIDOPTERA,COLEOPHORIDAE,Coleophora ibipennella Zell.,2003,7/11/03,7/14/03,44
LEPIDOPTERA,COLEOPHORIDAE,Coleophora ibipennella Zell.,2003,7/15/03,7/20/03,8
LEPIDOPTERA,COLEOPHORIDAE,Coleophora ibipennella Zell.,2004,7/15/04,7/18/04,8
LEPIDOPTERA,COLEOPHORIDAE,Coleophora ibipennella Zell.,2004,7/22/04,7/25/04,8
LEPIDOPTERA,COLEOPHORIDAE,Coleophora ibipennella Zell.,2004,7/26/04,7/27/04,2
LEPIDOPTERA,COLEOPHORIDAE,Coleophora ibipennella Zell.,2004,7/28/04,7/29/04,14
LEPIDOPTERA,COLEOPHORIDAE,Coleophora ibipennella Zell.,2004,7/30/04,8/1/04,9
LEPIDOPTERA,COLEOPHORIDAE,Coleophora ibipennella Zell.,2004,8/2/04,8/3/04,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora ibipennella Zell.,2005,7/7/05,7/7/05,5
LEPIDOPTERA,COLEOPHORIDAE,Coleophora ibipennella Zell.,2005,7/8/05,7/10/05,3
LEPIDOPTERA,COLEOPHORIDAE,Coleophora ibipennella Zell.,2005,7/11/05,7/11/05,3
LEPIDOPTERA,COLEOPHORIDAE,Coleophora ibipennella Zell.,2005,7/12/05,7/14/05,13
LEPIDOPTERA,COLEOPHORIDAE,Coleophora ibipennella Zell.,2005,7/15/05,7/17/05,2
LEPIDOPTERA,COLEOPHORIDAE,Coleophora ibipennella Zell.,2005,7/20/05,7/21/05,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora ibipennella Zell.,2006,6/29/06,7/2/06,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora ibipennella Zell.,2006,7/3/06,7/6/06,5
LEPIDOPTERA,COLEOPHORIDAE,Coleophora ibipennella Zell.,2006,7/7/06,7/9/06,7
LEPIDOPTERA,COLEOPHORIDAE,Coleophora ibipennella Zell.,2006,7/10/06,7/13/06,3
LEPIDOPTERA,COLEOPHORIDAE,Coleophora ibipennella Zell.,2006,7/14/06,7/20/06,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora ibipennella Zell.,2007,7/9/07,7/18/07,5
LEPIDOPTERA,COLEOPHORIDAE,Coleophora ibipennella Zell.,2008,7/3/08,7/8/08,5
LEPIDOPTERA,COLEOPHORIDAE,Coleophora ibipennella Zell.,2008,7/11/08,7/23/08,2
LEPIDOPTERA,COLEOPHORIDAE,Coleophora ibipennella Zell.,2009,6/30/09,7/2/09,3
LEPIDOPTERA,COLEOPHORIDAE,Coleophora ibipennella Zell.,2009,7/3/09,7/10/09,9
LEPIDOPTERA,COLEOPHORIDAE,Coleophora ibipennella Zell.,2009,7/11/09,7/20/09,3
LEPIDOPTERA,COLEOPHORIDAE,Coleophora kuehnella Goeze,1998,7/3/98,7/8/98,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora kuehnella Goeze,1999,7/9/99,7/11/99,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora kuehnella Goeze,2001,7/4/01,7/8/01,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora kuehnella Goeze,2004,7/1/04,7/4/04,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora kuehnella Goeze,2004,7/22/04,7/25/04,1
